language,sentence,n,edgelist,root
Swedish,978,18,"[(7, 12), (12, 4), (3, 2), (12, 3), (3, 18), (14, 6), (18, 14), (7, 15), (11, 5), (15, 11), (16, 13), (11, 16), (16, 8), (16, 17), (17, 10), (10, 9), (9, 1)]",7
Swedish,980,26,"[(18, 8), (18, 6), (18, 24), (24, 14), (14, 19), (18, 11), (1, 2), (10, 1), (1, 5), (5, 4), (4, 20), (9, 7), (20, 9), (9, 21), (11, 10), (10, 16), (16, 25), (25, 12), (26, 15), (26, 13), (12, 26), (26, 23), (17, 3), (23, 17), (17, 22)]",18
Swedish,981,13,"[(11, 3), (11, 7), (9, 10), (9, 2), (7, 9), (13, 6), (9, 13), (13, 5), (5, 12), (12, 4), (1, 8), (4, 1)]",11
Swedish,983,11,"[(3, 6), (3, 5), (8, 4), (5, 8), (8, 7), (1, 9), (8, 1), (1, 10), (10, 11), (11, 2)]",3
Swedish,984,12,"[(7, 5), (7, 1), (7, 6), (12, 9), (7, 12), (12, 4), (4, 3), (12, 11), (11, 10), (10, 2), (2, 8)]",7
Swedish,988,26,"[(17, 19), (19, 16), (16, 12), (12, 6), (17, 18), (18, 10), (17, 3), (17, 2), (2, 11), (11, 4), (25, 8), (25, 21), (17, 25), (25, 26), (25, 13), (13, 22), (22, 20), (14, 7), (20, 14), (15, 1), (17, 15), (15, 24), (9, 23), (9, 5), (24, 9)]",17
Swedish,989,18,"[(14, 12), (14, 6), (14, 16), (16, 13), (11, 10), (10, 15), (13, 11), (16, 3), (3, 17), (17, 2), (18, 9), (3, 18), (18, 4), (5, 8), (4, 5), (5, 7), (7, 1)]",14
Swedish,990,36,"[(18, 10), (18, 4), (3, 35), (18, 3), (7, 33), (3, 7), (7, 15), (8, 13), (1, 8), (1, 27), (1, 28), (1, 21), (15, 1), (3, 16), (16, 22), (18, 26), (26, 34), (34, 32), (32, 24), (32, 12), (19, 2), (12, 19), (19, 30), (17, 5), (17, 11), (17, 36), (30, 17), (17, 25), (25, 9), (18, 31), (31, 29), (31, 20), (20, 14), (23, 6), (14, 23)]",18
Swedish,992,16,"[(2, 15), (2, 9), (2, 6), (8, 1), (6, 8), (2, 7), (7, 11), (16, 12), (16, 4), (10, 14), (4, 10), (11, 16), (16, 3), (5, 13), (3, 5)]",2
Swedish,994,49,"[(27, 48), (27, 42), (47, 23), (42, 47), (47, 20), (47, 35), (47, 9), (9, 39), (39, 33), (33, 34), (33, 25), (25, 5), (5, 37), (37, 32), (32, 11), (22, 12), (33, 22), (22, 36), (22, 10), (10, 40), (6, 21), (40, 6), (6, 49), (38, 30), (6, 38), (46, 4), (6, 46), (17, 1), (18, 17), (46, 18), (27, 45), (27, 44), (26, 8), (2, 26), (2, 19), (2, 7), (15, 2), (44, 15), (15, 41), (15, 3), (3, 43), (3, 28), (31, 29), (3, 31), (16, 24), (16, 13), (14, 16), (31, 14)]",27
Swedish,995,22,"[(3, 10), (3, 21), (11, 3), (3, 16), (16, 20), (11, 12), (12, 22), (11, 2), (9, 14), (11, 9), (9, 8), (8, 18), (7, 5), (5, 15), (7, 1), (9, 7), (7, 17), (7, 6), (4, 13), (19, 4), (6, 19)]",11
Spanish,2,17,"[(3, 14), (13, 10), (14, 13), (14, 6), (16, 2), (6, 16), (16, 7), (17, 8), (7, 17), (17, 1), (17, 4), (4, 15), (15, 12), (9, 5), (9, 3), (3, 11)]",9
Spanish,5,13,"[(5, 12), (5, 3), (6, 5), (6, 9), (9, 8), (8, 7), (10, 2), (10, 1), (7, 10), (10, 13), (10, 4), (4, 11)]",6
Spanish,8,48,"[(8, 23), (23, 41), (41, 2), (2, 47), (13, 10), (8, 13), (13, 45), (45, 25), (30, 26), (30, 7), (8, 30), (8, 37), (37, 18), (18, 4), (18, 22), (22, 5), (5, 46), (46, 43), (43, 21), (21, 28), (43, 35), (39, 24), (35, 39), (39, 11), (32, 15), (8, 32), (32, 40), (40, 31), (31, 6), (6, 3), (6, 44), (1, 20), (44, 1), (1, 16), (1, 14), (14, 36), (36, 33), (12, 19), (44, 12), (48, 17), (12, 48), (48, 27), (27, 29), (29, 34), (34, 42), (32, 38), (38, 9)]",8
Spanish,11,21,"[(18, 21), (21, 5), (18, 2), (2, 15), (15, 1), (2, 3), (9, 8), (3, 9), (9, 14), (3, 13), (10, 19), (13, 10), (10, 7), (16, 12), (18, 16), (20, 6), (18, 20), (20, 17), (18, 11), (11, 4)]",18
Spanish,12,22,"[(3, 21), (18, 14), (21, 18), (18, 1), (3, 16), (13, 19), (16, 13), (13, 15), (15, 22), (17, 7), (21, 17), (17, 9), (9, 12), (6, 20), (12, 6), (6, 11), (6, 4), (4, 10), (10, 5), (8, 2), (5, 8)]",3
Spanish,14,27,"[(5, 11), (5, 17), (20, 2), (20, 13), (17, 20), (1, 15), (5, 1), (1, 7), (4, 14), (3, 4), (4, 10), (7, 3), (3, 8), (5, 23), (23, 22), (22, 16), (22, 24), (24, 27), (18, 21), (27, 18), (18, 19), (19, 9), (9, 12), (12, 26), (18, 25), (25, 6)]",5
Spanish,16,16,"[(13, 14), (6, 13), (6, 10), (11, 1), (10, 11), (6, 16), (15, 2), (7, 15), (16, 7), (7, 8), (8, 9), (3, 12), (9, 3), (8, 5), (5, 4)]",6
Spanish,21,17,"[(13, 3), (7, 13), (13, 15), (7, 10), (10, 2), (5, 17), (2, 5), (8, 9), (4, 12), (9, 4), (5, 8), (8, 6), (6, 16), (16, 1), (14, 11), (1, 14)]",7
Spanish,25,14,"[(9, 7), (9, 10), (10, 14), (9, 1), (1, 2), (3, 12), (2, 3), (3, 5), (4, 13), (10, 4), (4, 11), (6, 8), (11, 6)]",9
Spanish,26,15,"[(10, 1), (3, 7), (10, 3), (3, 13), (2, 8), (13, 2), (2, 14), (14, 4), (2, 6), (10, 15), (15, 5), (5, 9), (9, 11), (11, 12)]",10
Spanish,27,25,"[(8, 17), (17, 12), (8, 25), (14, 13), (4, 14), (14, 9), (18, 15), (18, 7), (9, 18), (18, 19), (19, 2), (25, 4), (4, 22), (22, 11), (10, 16), (11, 10), (5, 6), (4, 5), (5, 23), (23, 20), (20, 24), (24, 3), (5, 21), (21, 1)]",8
Spanish,29,15,"[(10, 14), (10, 6), (3, 9), (12, 7), (3, 12), (12, 15), (13, 2), (15, 13), (6, 3), (3, 4), (3, 8), (8, 11), (1, 5), (11, 1)]",10
Spanish,30,37,"[(8, 29), (8, 27), (27, 23), (5, 33), (8, 5), (5, 36), (32, 10), (32, 9), (36, 32), (12, 34), (12, 24), (24, 15), (15, 22), (36, 12), (12, 7), (7, 2), (2, 35), (8, 14), (14, 17), (18, 19), (18, 26), (17, 18), (31, 21), (18, 31), (6, 11), (16, 1), (6, 16), (16, 3), (3, 30), (30, 37), (37, 13), (8, 6), (6, 28), (28, 4), (4, 25), (25, 20)]",8
Spanish,31,29,"[(4, 1), (29, 4), (4, 7), (29, 15), (8, 28), (15, 8), (29, 22), (23, 13), (22, 23), (23, 11), (26, 17), (11, 26), (26, 27), (3, 24), (27, 3), (9, 12), (29, 9), (16, 14), (16, 10), (9, 16), (9, 6), (20, 21), (6, 20), (20, 2), (2, 5), (5, 19), (18, 25), (19, 18)]",29
Spanish,33,21,"[(16, 4), (19, 16), (16, 15), (15, 1), (19, 2), (19, 7), (17, 5), (7, 17), (17, 18), (18, 13), (13, 14), (17, 6), (21, 8), (6, 21), (21, 12), (12, 10), (9, 11), (21, 9), (9, 20), (20, 3)]",19
Spanish,35,14,"[(10, 14), (14, 13), (10, 8), (1, 2), (8, 1), (7, 5), (10, 7), (11, 3), (10, 11), (11, 9), (9, 6), (12, 4), (6, 12)]",10
Spanish,37,26,"[(9, 1), (5, 16), (1, 5), (5, 2), (18, 23), (2, 18), (9, 7), (9, 25), (9, 24), (9, 15), (15, 17), (17, 8), (8, 10), (15, 26), (11, 3), (26, 11), (25, 20), (22, 19), (20, 4), (4, 22), (22, 13), (13, 12), (22, 21), (14, 6), (21, 14)]",9
Spanish,38,6,"[(3, 4), (4, 5), (3, 6), (2, 1), (6, 2)]",3
Spanish,40,14,"[(2, 4), (9, 2), (2, 13), (8, 11), (13, 8), (9, 3), (3, 5), (1, 7), (5, 1), (1, 14), (14, 10), (1, 6), (1, 12)]",9
Spanish,43,13,"[(3, 12), (3, 2), (1, 6), (9, 1), (3, 9), (9, 13), (3, 4), (4, 8), (8, 10), (10, 11), (3, 5), (5, 7)]",3
Spanish,45,33,"[(18, 12), (27, 13), (18, 27), (27, 6), (21, 25), (18, 21), (15, 17), (19, 15), (18, 19), (19, 29), (9, 10), (29, 9), (18, 2), (2, 28), (28, 32), (28, 26), (26, 11), (7, 22), (11, 7), (2, 20), (4, 3), (20, 4), (31, 14), (8, 5), (14, 8), (4, 31), (30, 16), (16, 33), (30, 1), (31, 30), (23, 24), (30, 23)]",18
Spanish,46,26,"[(12, 14), (12, 2), (7, 13), (9, 7), (7, 19), (2, 9), (9, 5), (5, 20), (25, 17), (20, 25), (25, 10), (10, 22), (21, 11), (25, 21), (21, 1), (1, 4), (1, 26), (1, 23), (23, 15), (15, 18), (16, 3), (18, 16), (21, 8), (24, 6), (8, 24)]",12
Spanish,47,15,"[(3, 14), (8, 3), (8, 1), (15, 10), (1, 2), (2, 15), (2, 7), (7, 11), (11, 6), (6, 4), (15, 9), (9, 13), (5, 12), (13, 5)]",8
Spanish,48,33,"[(23, 8), (6, 23), (23, 7), (24, 14), (7, 24), (23, 3), (32, 4), (3, 32), (32, 27), (32, 13), (13, 5), (12, 22), (5, 12), (6, 33), (29, 28), (29, 1), (33, 29), (10, 16), (29, 10), (10, 31), (31, 9), (9, 2), (11, 20), (2, 11), (11, 21), (21, 30), (30, 18), (2, 19), (19, 15), (15, 26), (17, 25), (26, 17)]",6
Spanish,49,23,"[(14, 20), (2, 14), (2, 19), (17, 4), (10, 17), (17, 23), (23, 12), (3, 18), (12, 3), (3, 21), (16, 8), (21, 16), (10, 1), (19, 10), (10, 7), (7, 13), (13, 15), (15, 22), (6, 11), (22, 6), (6, 5), (5, 9)]",2
Spanish,51,20,"[(19, 10), (14, 19), (19, 3), (20, 17), (3, 20), (14, 5), (18, 13), (18, 12), (5, 18), (14, 11), (11, 8), (15, 2), (14, 15), (7, 6), (4, 9), (7, 4), (15, 7), (7, 16), (16, 1)]",14
Spanish,57,43,"[(4, 6), (9, 4), (4, 43), (34, 27), (43, 34), (33, 41), (9, 33), (33, 13), (13, 30), (15, 8), (25, 15), (15, 14), (14, 42), (1, 3), (30, 25), (25, 1), (31, 36), (1, 31), (31, 29), (11, 28), (29, 11), (11, 32), (11, 39), (31, 18), (35, 22), (18, 35), (31, 26), (26, 12), (17, 40), (12, 17), (17, 7), (7, 21), (17, 37), (5, 16), (37, 5), (17, 20), (20, 23), (10, 38), (23, 10), (10, 2), (19, 24), (2, 19)]",9
Spanish,59,23,"[(13, 6), (19, 4), (13, 19), (19, 12), (12, 15), (10, 22), (13, 10), (10, 8), (8, 5), (14, 18), (16, 14), (5, 16), (14, 9), (21, 23), (16, 21), (21, 11), (17, 7), (11, 17), (17, 3), (20, 2), (3, 20), (13, 1)]",13
Spanish,61,20,"[(16, 14), (16, 3), (17, 15), (15, 11), (11, 2), (2, 13), (5, 4), (15, 5), (7, 6), (17, 7), (7, 20), (7, 9), (9, 18), (17, 12), (3, 17), (17, 1), (19, 8), (1, 19), (19, 10)]",16
Spanish,62,16,"[(10, 7), (3, 10), (3, 12), (12, 15), (3, 2), (3, 8), (6, 13), (8, 6), (6, 9), (11, 14), (3, 16), (16, 11), (11, 5), (1, 4), (5, 1)]",3
Spanish,66,7,"[(4, 5), (4, 1), (4, 2), (7, 4), (7, 6), (6, 3)]",7
Spanish,69,12,"[(12, 6), (2, 9), (12, 2), (7, 8), (12, 7), (11, 1), (7, 11), (7, 3), (10, 4), (10, 5), (7, 10)]",12
Spanish,71,23,"[(4, 18), (18, 20), (20, 2), (2, 9), (4, 11), (13, 15), (4, 13), (13, 23), (4, 16), (16, 12), (12, 17), (12, 6), (6, 14), (19, 21), (14, 19), (19, 1), (1, 8), (8, 3), (14, 10), (22, 7), (10, 22), (22, 5)]",4
Spanish,73,24,"[(16, 4), (21, 12), (4, 21), (15, 18), (17, 22), (17, 23), (18, 17), (17, 20), (17, 7), (7, 19), (13, 6), (19, 13), (15, 14), (15, 16), (16, 11), (10, 2), (11, 10), (16, 8), (1, 9), (8, 1), (1, 3), (24, 5), (3, 24)]",15
Spanish,76,20,"[(1, 13), (11, 1), (1, 19), (7, 6), (19, 7), (7, 18), (15, 3), (15, 10), (18, 15), (15, 8), (8, 20), (14, 12), (20, 14), (14, 17), (14, 16), (5, 4), (16, 5), (5, 9), (5, 2)]",11
Spanish,77,20,"[(11, 15), (15, 16), (6, 3), (11, 6), (6, 10), (17, 2), (10, 17), (17, 7), (6, 13), (1, 9), (13, 1), (1, 12), (18, 20), (18, 4), (6, 18), (18, 14), (5, 8), (5, 19), (14, 5)]",11
Spanish,78,20,"[(19, 17), (1, 19), (1, 20), (9, 11), (4, 9), (9, 18), (18, 14), (8, 7), (14, 8), (20, 4), (4, 13), (13, 2), (2, 16), (6, 12), (16, 6), (6, 15), (6, 3), (10, 5), (3, 10)]",1
Spanish,82,23,"[(7, 14), (14, 2), (19, 3), (7, 19), (7, 22), (22, 10), (18, 11), (9, 18), (18, 15), (21, 4), (15, 21), (21, 8), (18, 1), (1, 5), (10, 9), (9, 6), (20, 13), (9, 20), (20, 12), (12, 16), (23, 17), (12, 23)]",7
Spanish,83,38,"[(12, 38), (6, 3), (3, 31), (38, 6), (6, 8), (8, 4), (10, 25), (12, 10), (12, 34), (34, 5), (5, 17), (17, 1), (1, 16), (17, 22), (22, 14), (14, 32), (28, 21), (32, 28), (19, 27), (19, 26), (28, 19), (17, 2), (7, 36), (2, 7), (7, 11), (11, 20), (20, 29), (35, 13), (15, 35), (24, 18), (24, 30), (35, 24), (24, 9), (29, 15), (15, 33), (33, 23), (23, 37)]",12
Spanish,84,16,"[(8, 15), (5, 10), (8, 5), (8, 9), (3, 2), (3, 11), (9, 3), (3, 16), (16, 1), (1, 14), (3, 7), (4, 13), (4, 6), (7, 4), (13, 12)]",8
Spanish,85,44,"[(17, 41), (41, 38), (38, 42), (14, 21), (41, 14), (14, 11), (10, 26), (11, 10), (15, 22), (14, 15), (31, 6), (17, 31), (31, 29), (29, 18), (18, 28), (17, 40), (34, 5), (40, 34), (36, 7), (34, 36), (7, 32), (8, 19), (32, 8), (43, 3), (27, 33), (19, 27), (27, 43), (39, 25), (43, 39), (39, 1), (1, 13), (13, 20), (23, 16), (20, 23), (23, 30), (23, 37), (2, 4), (37, 2), (23, 12), (44, 9), (12, 44), (44, 35), (35, 24)]",17
Spanish,86,24,"[(3, 9), (10, 3), (3, 4), (4, 6), (6, 22), (10, 20), (10, 13), (17, 1), (13, 17), (17, 16), (19, 11), (16, 19), (19, 23), (23, 8), (14, 21), (10, 14), (14, 2), (5, 15), (2, 5), (2, 24), (7, 12), (24, 7), (7, 18)]",10
Spanish,87,22,"[(6, 21), (6, 9), (19, 5), (2, 19), (9, 2), (2, 16), (16, 14), (20, 11), (14, 20), (14, 18), (22, 4), (22, 3), (18, 22), (1, 12), (18, 1), (10, 17), (1, 10), (10, 8), (8, 7), (10, 13), (6, 15)]",6
Spanish,88,26,"[(21, 17), (21, 22), (20, 14), (22, 20), (20, 6), (20, 19), (2, 4), (20, 2), (15, 24), (15, 12), (2, 15), (15, 1), (1, 26), (26, 25), (8, 16), (25, 8), (8, 3), (3, 23), (9, 10), (23, 9), (26, 11), (11, 5), (5, 7), (18, 13), (7, 18)]",21
Spanish,93,32,"[(26, 7), (23, 27), (22, 9), (31, 22), (31, 15), (23, 31), (2, 12), (2, 4), (4, 5), (2, 8), (31, 2), (2, 18), (18, 14), (14, 11), (11, 29), (32, 16), (29, 32), (26, 23), (23, 13), (20, 3), (23, 20), (19, 30), (20, 19), (20, 21), (10, 1), (21, 10), (10, 28), (6, 25), (28, 6), (26, 17), (17, 24)]",26
Spanish,94,25,"[(6, 23), (6, 9), (9, 22), (17, 13), (22, 17), (17, 14), (10, 1), (10, 25), (14, 10), (9, 15), (15, 2), (3, 19), (2, 3), (3, 8), (12, 21), (8, 12), (12, 20), (20, 16), (7, 4), (2, 7), (7, 5), (7, 18), (11, 24), (18, 11)]",6
Spanish,95,38,"[(35, 18), (18, 8), (35, 10), (34, 4), (34, 21), (10, 34), (35, 36), (11, 33), (36, 11), (11, 23), (28, 5), (23, 28), (28, 6), (6, 16), (13, 3), (35, 13), (13, 14), (9, 31), (2, 9), (9, 12), (9, 25), (1, 22), (25, 1), (26, 38), (26, 30), (1, 26), (7, 19), (7, 27), (9, 7), (14, 2), (2, 15), (29, 24), (15, 29), (29, 32), (32, 20), (17, 37), (20, 17)]",35
Spanish,96,10,"[(7, 3), (1, 2), (8, 1), (8, 9), (7, 8), (8, 6), (5, 10), (6, 5), (7, 4)]",7
Spanish,102,28,"[(22, 4), (18, 22), (18, 28), (18, 21), (1, 19), (21, 1), (1, 20), (1, 5), (5, 14), (1, 13), (13, 23), (8, 16), (3, 8), (27, 7), (1, 27), (27, 3), (3, 6), (6, 10), (10, 25), (25, 12), (9, 2), (12, 9), (9, 15), (11, 24), (15, 11), (11, 26), (26, 17)]",18
Spanish,105,37,"[(37, 9), (23, 37), (37, 3), (23, 26), (26, 18), (18, 30), (23, 17), (17, 16), (16, 10), (16, 14), (14, 34), (13, 6), (17, 13), (15, 28), (13, 15), (15, 20), (20, 12), (15, 29), (36, 7), (29, 36), (35, 21), (1, 8), (1, 22), (35, 1), (1, 33), (24, 27), (33, 24), (23, 35), (35, 2), (2, 5), (35, 11), (11, 31), (35, 4), (4, 32), (25, 19), (32, 25)]",23
Spanish,108,29,"[(9, 20), (9, 18), (6, 17), (18, 6), (6, 11), (15, 12), (15, 4), (15, 5), (11, 15), (18, 2), (2, 28), (7, 25), (25, 21), (21, 3), (16, 13), (16, 26), (7, 16), (16, 19), (19, 29), (28, 7), (22, 10), (7, 22), (22, 8), (8, 27), (27, 14), (14, 23), (23, 24), (27, 1)]",9
Spanish,111,11,"[(7, 1), (1, 8), (8, 3), (5, 4), (7, 5), (5, 11), (6, 9), (7, 6), (6, 2), (2, 10)]",7
Spanish,113,25,"[(25, 1), (25, 22), (15, 6), (22, 15), (15, 21), (21, 18), (18, 10), (21, 14), (14, 13), (13, 24), (20, 7), (24, 20), (2, 11), (20, 2), (2, 9), (16, 8), (9, 16), (2, 4), (4, 19), (3, 5), (19, 3), (3, 17), (23, 12), (17, 23)]",25
Spanish,116,36,"[(24, 26), (32, 24), (32, 12), (27, 25), (12, 27), (27, 15), (15, 6), (32, 29), (34, 18), (18, 5), (29, 34), (36, 28), (14, 36), (14, 11), (32, 14), (14, 7), (7, 35), (30, 3), (35, 30), (32, 33), (33, 2), (2, 20), (4, 8), (20, 4), (4, 17), (9, 22), (17, 9), (4, 13), (13, 10), (10, 23), (19, 21), (19, 31), (10, 19), (19, 1), (19, 16)]",32
Spanish,117,23,"[(4, 6), (4, 8), (22, 5), (8, 22), (22, 1), (10, 16), (1, 10), (10, 23), (23, 13), (23, 7), (7, 11), (11, 12), (11, 20), (20, 15), (3, 9), (15, 3), (3, 21), (21, 18), (2, 14), (4, 2), (19, 17), (4, 19)]",4
Spanish,118,36,"[(18, 12), (19, 18), (9, 34), (19, 9), (9, 28), (33, 13), (4, 1), (33, 4), (9, 33), (33, 8), (8, 2), (2, 11), (7, 30), (11, 7), (22, 29), (22, 6), (7, 22), (22, 26), (3, 35), (26, 3), (3, 17), (10, 32), (10, 20), (22, 10), (10, 23), (23, 21), (21, 24), (15, 36), (24, 15), (24, 5), (25, 27), (5, 25), (25, 16), (31, 14), (16, 31)]",19
Spanish,120,22,"[(14, 22), (4, 14), (4, 2), (2, 12), (12, 5), (2, 20), (9, 8), (14, 9), (18, 11), (9, 18), (18, 3), (3, 17), (18, 19), (19, 6), (4, 16), (13, 15), (16, 13), (13, 1), (13, 7), (7, 21), (13, 10)]",4
Spanish,121,12,"[(1, 4), (1, 11), (8, 1), (1, 7), (10, 2), (7, 10), (8, 5), (9, 3), (5, 9), (6, 12), (9, 6)]",8
Spanish,123,23,"[(10, 3), (2, 10), (10, 13), (8, 23), (2, 8), (9, 12), (9, 1), (8, 9), (9, 14), (14, 21), (20, 18), (21, 20), (22, 11), (9, 22), (22, 15), (15, 17), (17, 6), (5, 4), (15, 5), (5, 16), (7, 19), (16, 7)]",2
Spanish,124,18,"[(6, 9), (6, 4), (10, 16), (4, 10), (15, 7), (10, 15), (10, 3), (3, 5), (14, 13), (14, 17), (6, 14), (14, 11), (11, 8), (8, 12), (1, 18), (1, 2), (12, 1)]",6
Spanish,125,3,"[(1, 3), (2, 1)]",2
Spanish,126,21,"[(8, 3), (8, 6), (7, 13), (6, 7), (7, 21), (19, 12), (21, 19), (9, 17), (19, 9), (10, 11), (7, 10), (15, 1), (10, 15), (10, 4), (14, 20), (4, 14), (14, 2), (10, 5), (18, 16), (5, 18)]",8
Spanish,127,18,"[(5, 18), (3, 5), (3, 11), (7, 9), (7, 16), (3, 7), (7, 13), (13, 6), (14, 17), (6, 14), (3, 15), (15, 4), (15, 2), (1, 8), (2, 1), (15, 12), (12, 10)]",3
Spanish,128,21,"[(18, 21), (7, 3), (13, 7), (13, 17), (21, 13), (18, 16), (19, 6), (16, 19), (8, 1), (18, 8), (8, 9), (10, 14), (9, 10), (8, 20), (20, 5), (4, 15), (4, 2), (5, 4), (4, 11), (11, 12)]",18
Spanish,129,11,"[(5, 8), (11, 5), (11, 3), (11, 1), (11, 10), (4, 7), (4, 6), (10, 4), (11, 9), (9, 2)]",11
Spanish,136,5,"[(4, 5), (4, 1), (1, 2), (2, 3)]",4
Spanish,137,26,"[(6, 1), (13, 6), (6, 17), (13, 26), (13, 24), (24, 15), (13, 11), (18, 23), (11, 18), (18, 19), (3, 2), (19, 3), (3, 14), (18, 20), (4, 21), (20, 4), (4, 10), (10, 12), (16, 22), (18, 16), (7, 9), (16, 7), (7, 5), (5, 25), (25, 8)]",13
Spanish,138,36,"[(18, 17), (17, 30), (30, 25), (35, 10), (10, 21), (7, 14), (21, 7), (25, 35), (32, 1), (35, 32), (32, 8), (8, 6), (6, 27), (27, 20), (6, 2), (35, 3), (3, 16), (18, 34), (18, 13), (12, 29), (13, 12), (18, 15), (15, 23), (28, 11), (23, 28), (4, 26), (15, 4), (36, 5), (4, 36), (24, 9), (36, 24), (24, 22), (31, 33), (22, 31), (31, 19)]",18
Spanish,139,25,"[(21, 22), (19, 1), (22, 19), (19, 16), (5, 24), (16, 5), (22, 14), (25, 23), (14, 25), (8, 10), (8, 13), (21, 8), (8, 12), (6, 9), (6, 7), (8, 6), (4, 3), (4, 11), (6, 4), (4, 18), (2, 17), (20, 15), (17, 20), (18, 2)]",21
Spanish,142,29,"[(22, 21), (26, 25), (22, 26), (8, 13), (26, 8), (8, 18), (15, 1), (18, 15), (8, 24), (19, 2), (24, 19), (19, 17), (17, 7), (6, 11), (17, 6), (6, 10), (20, 4), (9, 5), (20, 9), (9, 14), (9, 23), (28, 12), (23, 28), (22, 20), (20, 27), (27, 3), (29, 16), (3, 29)]",22
Spanish,144,33,"[(6, 15), (6, 33), (33, 27), (6, 3), (16, 18), (3, 16), (26, 14), (28, 2), (14, 28), (16, 26), (26, 5), (5, 22), (22, 13), (13, 9), (13, 17), (13, 11), (11, 1), (23, 20), (7, 10), (20, 7), (16, 23), (23, 25), (21, 31), (21, 29), (16, 21), (19, 8), (24, 32), (8, 24), (21, 19), (19, 30), (4, 12), (30, 4)]",6
Spanish,145,18,"[(9, 18), (9, 6), (6, 10), (10, 15), (6, 7), (12, 4), (7, 12), (12, 16), (16, 17), (17, 11), (14, 5), (11, 14), (9, 8), (3, 1), (9, 3), (3, 13), (13, 2)]",9
Spanish,146,20,"[(15, 8), (15, 13), (5, 15), (10, 12), (2, 5), (5, 10), (2, 7), (7, 3), (3, 19), (6, 16), (7, 6), (6, 14), (14, 11), (11, 9), (2, 18), (18, 4), (20, 1), (2, 20), (20, 17)]",2
Spanish,147,25,"[(1, 19), (19, 16), (16, 18), (19, 4), (7, 21), (4, 7), (7, 25), (17, 10), (25, 17), (17, 24), (17, 13), (13, 12), (1, 11), (11, 2), (1, 22), (3, 9), (1, 3), (1, 8), (1, 15), (5, 20), (15, 5), (20, 23), (14, 6), (23, 14)]",1
Spanish,148,12,"[(8, 10), (8, 6), (8, 12), (12, 4), (3, 2), (4, 3), (3, 7), (1, 11), (7, 1), (1, 9), (9, 5)]",8
Spanish,152,24,"[(3, 15), (15, 19), (13, 4), (3, 13), (23, 17), (23, 5), (13, 23), (6, 20), (6, 1), (23, 6), (18, 12), (3, 18), (18, 9), (18, 7), (10, 16), (7, 10), (3, 24), (11, 8), (11, 22), (24, 11), (11, 14), (14, 21), (21, 2)]",3
Spanish,157,18,"[(4, 7), (4, 3), (4, 5), (5, 8), (12, 6), (5, 12), (12, 11), (12, 16), (4, 18), (18, 15), (17, 13), (18, 17), (10, 2), (17, 10), (10, 14), (1, 9), (14, 1)]",4
Spanish,159,11,"[(6, 1), (10, 7), (1, 10), (3, 5), (6, 3), (3, 8), (8, 2), (3, 9), (9, 4), (4, 11)]",6
Spanish,161,17,"[(5, 6), (14, 5), (5, 1), (12, 15), (1, 12), (16, 9), (16, 13), (14, 16), (14, 7), (11, 10), (4, 11), (7, 4), (4, 3), (3, 8), (8, 2), (2, 17)]",14
Spanish,162,31,"[(19, 8), (19, 18), (19, 20), (4, 31), (20, 4), (19, 14), (5, 16), (14, 5), (5, 17), (17, 30), (5, 6), (6, 13), (13, 11), (19, 10), (9, 21), (10, 9), (9, 7), (7, 25), (29, 2), (25, 29), (29, 27), (12, 22), (12, 24), (12, 23), (9, 12), (12, 15), (15, 1), (1, 3), (3, 26), (26, 28)]",19
Spanish,163,25,"[(3, 14), (23, 3), (3, 16), (23, 12), (23, 2), (13, 7), (2, 13), (13, 17), (13, 25), (25, 19), (19, 4), (22, 21), (10, 5), (10, 18), (22, 10), (10, 15), (9, 6), (15, 9), (13, 22), (24, 1), (22, 24), (24, 20), (8, 11), (20, 8)]",23
Spanish,164,13,"[(9, 8), (9, 13), (9, 2), (2, 12), (5, 1), (9, 5), (5, 3), (3, 11), (11, 10), (11, 4), (7, 6), (4, 7)]",9
Spanish,169,13,"[(4, 11), (2, 4), (4, 13), (13, 6), (6, 7), (5, 8), (7, 5), (2, 12), (12, 3), (3, 9), (1, 10), (12, 1)]",2
Spanish,170,12,"[(12, 9), (12, 7), (6, 10), (10, 5), (8, 4), (10, 8), (6, 3), (6, 11), (7, 6), (1, 2), (6, 1)]",12
Spanish,171,6,"[(6, 3), (2, 5), (3, 2), (2, 4), (2, 1)]",6
Spanish,172,24,"[(24, 14), (1, 24), (24, 22), (22, 17), (24, 7), (7, 5), (5, 23), (10, 9), (23, 10), (10, 11), (11, 3), (1, 8), (1, 12), (1, 19), (13, 21), (19, 13), (1, 4), (4, 18), (4, 6), (6, 15), (6, 16), (2, 20), (16, 2)]",1
Spanish,173,17,"[(1, 16), (14, 5), (1, 14), (1, 12), (8, 7), (12, 8), (8, 11), (13, 17), (11, 13), (13, 6), (13, 4), (9, 2), (4, 9), (8, 15), (15, 10), (10, 3)]",1
Spanish,174,7,"[(5, 1), (2, 4), (1, 2), (5, 3), (7, 6), (3, 7)]",5
Spanish,176,7,"[(1, 5), (1, 7), (7, 3), (4, 2), (3, 4), (4, 6)]",1
Spanish,177,15,"[(4, 8), (4, 14), (4, 10), (7, 15), (7, 2), (4, 7), (7, 13), (13, 5), (5, 3), (6, 11), (3, 6), (6, 1), (12, 9), (1, 12)]",4
